title,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Early Years,Thewphaingarm and Canadian International School of Thailand,Bangplad,Degree,N/A,"Contract, Full Time, Part Time, Permanent, Temporary",Education,Tutor,50000
Sales Engineer/วิศวกรขาย,"Master Com Engineering Co., Ltd.",Pasicharoen,Not Specified,Not Specified,Permanent,Electronic,Sales,25500
Marketing Manager,"OSHINEI ENTERPRISE CO., LTD.",Pravet,Degree,3 years,"Full Time, Permanent",Food and Beverage,Public Relations,50000
Corporate Secretary,"Premier Solution Co., Ltd.",Klongtoey,Degree,5 years,"Contract, Full Time, Permanent",Waste Management,Personal Assistant,50000
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising,Public Relations,27500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising,Sales,27500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising,Sales Management,27500
Senior/Lead Brand Manager (Skin Care,Argyll Scott Asia,Bangkok,(N/A),5 years,"Full Time, Permanent",Wholesale,Management,105000
วิศวกรประกันคุณภาพ/วิศวกรประกันคุณภาพ,"P.P. & P. BUSINESS & SERVICE CO., LTD.",Ayutthaya,Degree,> 20,Permanent,Delivery,Supply Chain,20500
พนักงานขายสินค้าภาพและเสียง (AV)    2   อัตรา,CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Diploma of High Vocational Education,2 years,"Full Time, Permanent",Retail,CS & Business Devpt,18000
Customer Experience Agent/เจ้าหน้าที่ลูกค้าสัมพันธ์,Bounceinc (Thailand) Limited,Dindaeng,Degree,1 year,"Full Time, Permanent, Temporary",Recreation,Sales,22500
เจ้าหน้าที่บัญชี รับจ่ายและเลขานุการ,"95 Group Co., Ltd./บริษัท 95 กรุ๊ปจำกัด",Bangsue,Degree,3 years,Permanent,Architecture,Others,20500
Marketing & Admin Office/เจ้าหน้าที่การตลาด ดูแลระบบสื่อ/เจ้าหน้าที่การตลาด ดูแลระบบสื่อ,"VRP Food and Bakery Co., Ltd.",Kanchanaburi,(N/A),2 years,"Full Time, Permanent",Food and Beverage,Marketing,19000
Shipping Manager　,"BANDAI LOGIPAL(THAILAND)Co.,Ltd.",Chachoengsao,Degree,N/A,Full Time,Shipping,Export Import,40000
Human Resource Coordinator/เจ้าหน้าที่แผนก ทรัพยากรบุคคล,"Language Express Co., Ltd.",Bangkok,Degree,1 year,Full Time,Education,Admin & HR,20500
Administrative Officer /เจ้าหน้าที่ธุรการ,"Asia Biogas (Thailand) Co., Ltd.",Pathumwan,Degree,N/A,Full Time,Water,Admin & HR,18000
Vendor Relations Manager (BTS Phrom Phong),The Lorry Online Sdn Bhd,Wattana,Degree,3 years,Full Time,Shipping,Transportation & Logistics,37500
Office Manager/ผู้จัดการสำนักงาน,"Songyos Clinic Co., Ltd.",Dindaeng,Degree,2 years,Full Time,Medical,Admin & HR,30000
Sales Executive,"Kiswire Lotus Co., Ltd.",Klongtoey,Degree,N/A,Full Time,Retail,Sales,23000
Sales (Plastic) (Up to 50k/BTS Line),"Linktrix (Thailand) Co., Ltd.",Bangkok,Degree,3 years,"Full Time, Permanent",Trading and Distribution,Business Development,40000
Sales Administrator,"Kamnuankarn Co., Ltd.",Bangkhen,Diploma of High Vocational Education,1 year,"Full Time, Permanent",Retail,Clerical Support,14500
Product Marketing (2,"Smartcruit Consultant Co., Ltd.",Bangkok,Degree,2 years,"Full Time, Permanent",Information Technology,Management,35000
Senior/Lead UX/UI Designer,BSD Code & Design Academy Thailand,Bangkok,Not Specified,N/A,"Full Time, Permanent",Information Technology,Information Technology (IT),72500
Accounting Officer,"Guardforce Security (Thailand) Co.,Ltd./บริษัท รักษาความปลอดภัย การ์ดฟอร์ซ (ประเทศไทย) จำกัด",Bangkok,Degree,1 year,"Full Time, Permanent",Security,General Accounting,18000
Process Engineer ( Bulk Material ) 40,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,3 years,Full Time,Paper,Engineering,45000
Finance Manager (BTS Line/Up to 130k/Urgent!!!),"Linktrix (Thailand) Co., Ltd.",Bangkok,Degree,15 years,"Full Time, Permanent",Catering,Banking,105000
Billing Supervisor (Ayutthaya Branch),"FIFTH CONSULTING CO., LTD.",Ayutthaya,Degree,4 years,"Full Time, Permanent",Consultancy,Accounting,27500
Auditor (Database and Programming),"Chan Wanich Co., Ltd.",Bangrak,Degree,N/A,"Full Time, Permanent",Information Technology,Information Technology (IT),25000
Senior Recruitment Consultant,Criterion Asia Recruitment,Bangkok,Degree,3 years,"Full Time, Permanent",Human Resources Management,Admin & HR,72500
Senior Developer/เจ้าหน้าที่พัฒนาระบบ,"Rapbizz Direct Co., Ltd.",Bangbor,Degree,5 years,"Contract, Full Time, Permanent",Information Technology,Information Technology (IT),57500
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Public Relations,Business Development,27500
IT Helpdesk/ IT Support (0,"Smartcruit Consultant Co., Ltd.",Bangna,Degree,N/A,"Full Time, Permanent",Information Technology,Support,20500
HR Officer (1 Position)/เจ้าหน้าที่ฝ่ายทรัพยากรบุคคล (1 Position),Megachem (Thailand) PCL.,Ladkrabang,Degree,1 year,"Full Time, Permanent",Plastic,Training & Development,32500
General Manager for a New Marketing and Fundraising Agency /ผู้จัดการทั่วไปสำหรับการระดมทุนระหว่างประเทศและหน่วยงานการตลาด,OmniRaise,Prakanong,(N/A),5 years,Full Time,Public Relations,Public Relations,125000
PRODUCT SPECIALIST,Cosmo Group Public Company Limited,Prakanong,Degree,3 years,Full Time,Gems,Sciences,45000
เจ้าหน้าที่รับประกันภัย (ระดับ Junior,Dhipaya Insurance Public Company Limited,Others,Degree,5 years,"Full Time, Permanent",Insurance,Insurance,32500
Accounting Officer,"SOUTHERN COFFEE 1979 (THAILAND) CO., LTD.",Bangbuathong,Degree,1 year,Full Time,Food and Beverage,Accounting,20500
Customer Service Officer / เจ้าหน้าที่ฝ่ายบริการลูกค้า,Coin Asset,Jatuchak,Degree,2 years,"Contract, Permanent",Financial Services,CS & Business Devpt,18000
.Net Programmer / Developer,"Skillpower Services (Thailand) Co., Ltd.",Pathumwan,Degree,N/A,"Full Time, Permanent",Information Technology,Software Development,40000
Design Engineer (Automotive.),"Cobra International Co., Ltd.",Chonburi,Degree,5 years,Full Time,Sports,Industrial,72500
SEA Demand Planning Supervisor & Manager Level ( 60,MRI Worldwide Recruitment (Thailand) Ltd.,Bangkok,Degree,5 years,Full Time,Manufacturing,Production Planning,95000
PHP Programmer,Nanamee Co. Ltd.,Bangkhuntien,Degree,1 year,Full Time,Graphic Design,Internet,30000
Graphic Design and Digital Content Creator,AGW (Thailand),Phayathai,Not Specified,Not Specified,"Full Time, Permanent, Temporary",General Business Services,Graphics,25000
Accounting Officer,Sports Engineering and Recreation Asia Ltd.,Wattana,Degree,3 years,"Full Time, Permanent",Trading and Distribution,Accounting,22500
Account Executive / Account Manager ( Based in Koh Samui),"Navigo Samui Co., Ltd.",Surat Thani,Degree,N/A,Full Time,Travel Agency,CS & Business Devpt,27500
Assistant HR Manager,"iBingo Consulting Co., Ltd.",Bangkok,Degree,8 years,"Full Time, Permanent",Consultancy,Executive Search,57500
CNC Programmer,"Skillpower Services (Thailand) Co., Ltd.",Chonburi,Degree,2 years,"Full Time, Permanent",Engineering - Electrical,Manufacturing & Production,45000
Officer,Bangkok Airways Public Company Limited,Jatuchak,Degree,1 year,Full Time,Mass Transportation,Media & Advertising,25000
Fitness Instructor /Sport Scientist/ฟิตเนส/เทรนเนอร์,PETCHYINDEE/เพชรยินดี อะคาเดมี่,Bangkoknoi,Degree,N/A,"Internship, Permanent",General Business Services,Health,16500
Sales Executive,"Orisoft (Thailand) Co., Ltd.",Sathorn,Degree,2 years,"Full Time, Permanent",Information Technology,CS & Business Devpt,30000
Urgent!!! Design Researcher,"J.S.Technical Services Co., Ltd.",Bangkok,Degree,Not Specified,"Full Time, Permanent",Tourism,Public Relations,32500
Civil Engineer / Senior Civil Engineer,Thai Toda Corporation Ltd.,Central,Degree,3 years,Full Time,Building,Building & Construction,32500
Software Developer (.Net/VB),"Manpower Professional and Executive Recruitment Co., Ltd,",Laksri,Not Specified,Not Specified,"Full Time, Permanent",Human Resources Management,Information Technology (IT),25000
Content Writer (e,"Paboonma Creative Solutions Co., Ltd./บริษัท พาบุญมา ครีเอทีฟ โซลูชั่นส์ จำกัด",Bangrak,Degree,1 year,"Full Time, Permanent",Information Technology,Media & Advertising,22500
Assistant Restaurant Manager/ผู้ช่วยผู้จัดการ,FOODXCITE COMPANY LIMITED,Bangkok,Degree,5 years,Permanent,Catering,F & B,25000
Safety Office,"Chin Chin (Thailand) Co., Ltd.",Rayong,Degree,1 year,Full Time,Manufacturing,Others,22500
เจ้าหน้าที่กิจกรรมเพื่อสังคม(CSR Officer),Interlink Communication Public Company Limited,Huaykwang,Degree,1 year,Permanent,Trading and Distribution,Others,20500
Community Manager,"Tickled Media Co., Ltd.",Wattana,Degree,N/A,"Full Time, Permanent",Media,Print Media,27500
Shipping Manager　,"BANDAI LOGIPAL(THAILAND)Co.,Ltd.",Chachoengsao,Degree,N/A,Full Time,Shipping,Transportation & Logistics,40000
Sales Engineer for Grinding and Turning Machines,JAC International,Prakanong,Degree,N/A,Permanent,Mechanical,Sales Engineer,50000
Engineer Management Trainee (Bachelor Degree in Mechanical or Industrial Engineer),"Smartcruit Consultant Co., Ltd.",Bangkhuntien,Degree,N/A,"Full Time, Permanent",Plastic,Others,25000
Javascript Full,"IApp Technology Co., Ltd.",Klongluang,Degree,N/A,"Contract, Full Time, Internship, Part Time",Information Technology,Application Specialist - Software,32500
Safety Officer (Navanakorn 30,JAC AYUTTHAYA,Klongluang,Degree,N/A,Full Time,Others,Quality Assurance,27500
HR Officer (Bangna,Manarco Recruitment Limited,Bangna,Degree,3 years,"Full Time, Permanent",Manufacturing,Secretary,30000
Production Assistant Manager,"Skillpower Services (Thailand) Co., Ltd.",Chonburi,Degree,2 years,"Full Time, Permanent",Petrochemical,General,32500
Purchasing Engineer (Pathum Thani),JAC AYUTTHAYA,Bangkok Area - Pathumthani,Degree,2 years,"Full Time, Permanent",Human Resources Management,Sourcing,30000
SALE EXECUTIVE/พนักงานขายอสังหาริมทรัพย์,"P PROPERTY AND DEVELOPEMENT CO.,LTD.",Bangkapi,Degree,N/A,Full Time,Property Development,Others,18000
Sales Representative (Event and Booth Channel),"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Marketing Services,CS & Business Devpt,27500
HRD Supervisor (Exp. in Recruit & Training with Good English Communication),"Smartcruit Consultant Co., Ltd.",Klongtoey,Degree,5 years,"Full Time, Permanent",Freight Forwarding,Executive Search,32500
Senior Manager,JAC International,Ladkrabang,Degree,10 years,Full Time,Watches,Others,140000
HR & Admin. (Staff),"Crestec (Thailand) Co., Ltd.",Wattana,Degree,3 years,"Full Time, Permanent",Publishing,Compensation & Benefits,19000
OTA MANAGER,Global Rooms LTD.,Bangrak,Degree,N/A,"Full Time, Permanent",Hospitality,F & B,50000
Chief Operating Officer ( COO )/ประธานฝ่ายปฎิบัติการ,S.K.J.Industries Company Limited,Wangthonglang,Degree,5 years,"Contract, Full Time",Petrochemical,CFO,87500
Set up/เจ้าหน้าที่เปิดร้านสาขา/เจ้าหน้าที่เปิดร้านสาขา,"VRP Food and Bakery Co., Ltd.",Kanchanaburi,(N/A),2 years,"Full Time, Permanent",Catering,Customer Service,23000
Programmer/Developer,"Worldwide Software Consultant Co., Ltd.",Bangna,Degree,3 years,"Full Time, Permanent",Information Technology,Student,42500
Purchasing Officer (1+ yr exp in Purchasing,"Smartcruit Consultant Co., Ltd.",Bangna,Degree,1 year,"Full Time, Permanent",Electronic,Merchandising & Purchasing,22500
Assistant and secretary,"Siam MT Co., Ltd.",Klongtoey,Diploma of High Vocational Education,3 years,"Full Time, Permanent",Consultancy,Personal Assistant,30000
Online Business Manager,"Cashbox Auto Co., Ltd.",Rajthevee,Not Specified,Not Specified,Full Time,Retail,Marketing,45000
Warehouse Manager/ Chemical background,RSM Recruitment (Thailand) Limited,Eastern > Others,Degree,5 years,Full Time,Human Resources Management,Transportation & Logistics,80000
Sale Executive,"ASIA PACIFIC PAPER CO., LTD.",Bangkok,Diploma of High Vocational Education,N/A,"Full Time, Permanent",Wholesale,CS & Business Devpt,25500
Full Stack Developer (Android),"Chiwiborirak Co., Ltd.",Sathorn,Degree,2 years,Full Time,Information Technology,Engineering,45000
Software Engineer (C#.Net,Ngernturbo Company Limited/บริษัท เงินเทอร์โบ จำกัด,Prakket,Degree,N/A,Full Time,Financial Services,Programming,32500
VP of Marketing,Page Group Thailand,Bangkok,Diploma of High Vocational Education,7 years,"Full Time, Permanent",Entertainment,Public Relations,105000
Office Assistant,Dash Research Asia,Klongtoey,Degree,Not Specified,Full Time,Information Technology,Operation,23000
Programmer   ด่วนมาก !!,"Prospersof Consulting Co., Ltd.",Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,Information Technology (IT),18000
Receptionist,Trivelles,Sathorn,High School Certificate,2 years,Full Time,Consultancy,Administration,30000
พนักงานส่งเสริมการขาย (ประจำสาขาจอมทอง),CHIANG MAI SIAM T. V. COMPANY LIMITED,Chiang Mai,Degree,N/A,"Full Time, Permanent",Retail,Design,14500
Secretary to Board of Directors/เลขานุการบริษัท,"Cheer Group Holdings Co., Ltd./บริษัท เชียร์ กรุ๊ป โฮลดิ้งส์ จำกัด",Bangkok Area - Nakornpatom,Degree,5 years,"Full Time, Permanent",Food and Beverage,Admin & HR,37500
Senior C,Adecco Engineering & IT,Sathorn,Degree,3 years,"Full Time, Permanent",Electronic,Information Technology (IT),57500
Electric/ช่างไฟฟ้า,"Joinhands Industry Co., Ltd.",Chonburi,Diploma of High Vocational Education,2 years,Full Time,Manufacturing,Electronics,14500
Business Analyst Manager,"Staffers Recruitment Consultants Co., Ltd.",Bangkok,Degree,Not Specified,Full Time,Accounting,Information Technology (IT),105000
