title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Process engineer,Entry Level,"Manpower professional and executive recruitment co,.ltd.",Bangkok Area - Nakornpatom,Degree,1 year,Full Time,Chemical / Plastic / Paper / Petrochemical,"Engineering > Chemical , Engineering > Manufacturing & Production , Engineering > Others",50000
VP Internal Audit,Top,Synnex (Thailand) Public Company Limited,Ladprao,Master,7 years,"Full Time, Permanent",Trading and Distribution,"Accounting > Audit , Accounting > Others , Management > Top Executives (CEO, CFO, CTO, GM, MD etc.)",125000
Admin Support ( Permanent  / Contract 1 year / 18 K,"","TT Network Integration (Thailand) Co., Ltd.",Bangbor,Degree,1 year,"Contract, Full Time, Permanent, Temporary",Information Technology,"Admin & HR > Administration / Operation / Clerical Support , Information Technology (IT) > Support , Information Technology (IT) > MIS",23000
HR Manager/ผู้จัดการฝ่ายบุคคล,"","Siam Franchise Business Co., Ltd.",Talingchan,Not Specified,Not Specified,Full Time,Food and Beverage / Catering,Hospitality / F & B > F & B,67500
Assistant Call Center Manager/Senior Call Center Supervisor 5 Positions!,"",AD Venture Public Company Limited,Bangkapi,Degree,3 years,"Full Time, Permanent",Telecommunication,"Sales, CS & Business Devpt > Call Centre , Sales, CS & Business Devpt > Tele-sales (Telemarketing) , Telecomm > Others",40000
Purchasing Officer/เจ้าหน้าที่จัดซื้อทั่วไป,"","Aisin Thai Automotive Casting Co., Ltd./บ.ไอซิน ไทย ออโตโมทีฟ คาสติ้ง จำกัด",Phrachinburi,Degree,N/A,"Contract, Full Time",Others,Merchandising & Purchasing > Procurement / Purchasing / Sourcing,22500
Sales Executive,"","Worldwide Education Services Co., Ltd.",Bangkapi,Diploma of High Vocational Education,1 year,Full Time,Education,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing",16500
Secretary/Chinese Translator to CMO,"",Central Retail Corporation Ltd. (JD ecommerce),Bangkok,Degree,2 years,Full Time,Wholesale / Retail,Admin & HR > Secretary / Personal Assistant,50000
Mechanical Engineer,Not Specified,"TW (THAILAND) CO., LTD.",Wattana,Master,N/A,"Contract, Full Time",Engineering - Electrical / Electronic / Mechanical,Engineering > Mechanical,27500
Factory Manager @ Chachoengsao (918110),Senior,"Jmax Recruitment Co., Ltd.",Chachoengsao,Degree,Not Specified,Full Time,Industrial Machinery / Automation Equipment,Engineering > Manufacturing & Production,50000
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
เจ้าหน้าที่กิจกรรมเพื่อสังคม(CSR Officer),"",Interlink Communication Public Company Limited,Huaykwang,Degree,1 year,Permanent,Trading and Distribution,"Admin & HR > Others , Marketing / Public Relations > Others , Others > Student / Fresh Graduate / No Experience",20500
Risk Control,"","THAI FINTECH CO., LTD.",Sathorn,(N/A),N/A,Full Time,Information Technology,Management > General Management,13000
Supervisor Engineer computer,Not Specified,Asian Technology Solutions Ltd.,Klongtoey,Not Specified,Not Specified,"Full Time, Permanent",Human Resources Management / Consultancy,Information Technology (IT) > Network & System,32500
Account Executive (2 Position) Very Urgently!,Entry Level,"Intelligent Consulting and Business Development Co., Ltd.",Prakket,Degree,Not Specified,Full Time,Advertising / Public Relations / Marketing Services,"Media & Advertising > Strategic Planning , Marketing / Public Relations > Management , Sales, CS & Business Devpt > Sales Management",20500
Safety & Security Specialist Senior/เจ้าหน้าที่ความปลอดภัยวิชาชีพ(จป.),Senior,"Vega Balls Manufacturing Co.,Ltd.",Samutprakarn > Muang,Degree,3 years,Full Time,Manufacturing,Engineering > Health / Safety / Environmental,30000
PHP Backend Developer,Entry Level,Gummy Bear Recruitment Company,Bangkok,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Programming / Software Development",35000
Sales Representative (Event and Booth Channel),Entry Level,"Fusion Marketing Co., Ltd.",Phayathai,Degree,N/A,"Full Time, Permanent",Advertising / Public Relations / Marketing Services,"Sales, CS & Business Devpt > Business Development , Marketing / Public Relations > Event Marketing , Sales, CS & Business Devpt > Sales Management",27500
Supervisor Produation/หัวหน้าแผนก,Middle,"Park Chong Jute Mill Co., Ltd.",Nakhon Ratchasima,Degree,> 20,Permanent,Manufacturing,Manufacturing > Others,25000
Secretary & Admin Officer /เลขานุการและแอดมิน,Entry Level,"DOK-MALLY CO., LTD.",Wattana,Degree,N/A,Full Time,Wholesale / Retail,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant , Others > Student / Fresh Graduate / No Experience",22500
Senior System Engineer/วิศวกรระบบอาวุโส,"","FICT Associate Co., Ltd.",Phayathai,Degree,3 years,"Full Time, Permanent",Information Technology,Information Technology (IT) > Hardware,57500
Sales Executive (IT Product),"","Ampo Microsys Co., Ltd.",Bangrak,Degree,2 years,Full Time,Information Technology,"Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",22500
Accounting & Finance Manager/Asst. Manager,"",JAC AYUTTHAYA,Bangkok Area - Pathumthani,Degree,4 years,"Full Time, Permanent",Motor Vehicles,"Accounting > General Accounting , Accounting > Audit , Accounting > Credit Control",72500
Senior HR (60K,"","J.S.Technical Services Co., Ltd.",Huaykwang,Degree,5 years,Full Time,Industrial Machinery / Automation Equipment,"Admin & HR > Compensation & Benefits , Admin & HR > Recruitment / Executive Search",62500
Package Designer /ออกแบบบรรจุภัณฑ์,Entry Level,"VNIBEAUTY .co.,ltd",Pasicharoen,Degree,1 year,Full Time,Health & Beauty Care,"Design > Graphics , Design > Industrial / Product , Design > Others",25500
Senior Front,Middle,"Scale360 Co., Ltd.",Bangkok,Degree,5 years,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Programming / Software Development",67500
Sales Administrator (Chinese Speaking)/ประสานงานฝ่ายขาย,Entry Level,"KIN LONG HARDWARE (THAILAND) CO., LTD.",Klongtoey,Degree,N/A,"Contract, Full Time, Permanent","Engineering - Building, Civil, Construction / Quantity Survey","Admin & HR > Administration / Operation / Clerical Support , Sales, CS & Business Devpt > Sales Management",25000
Senior Account Executive,"",JAC International,Bangkok,Degree,5 years,"Full Time, Permanent",Information Technology,Information Technology (IT) > IT Project Management / Team Lead,62500
Integrated System Engineer (Access Control,Entry Level,Pointer Asia Limited,Huaykwang,Degree,1 year,"Full Time, Permanent",Electronics / Electrical Equipment,"Engineering > Others , Information Technology (IT) > Network & System , Information Technology (IT) > Others",25500
Senior Accountant/บัญชีอาวุโส,Senior,Triple Eight Property Limited,Chonburi,Degree,3 years,Permanent,General Business Services,"Accounting > General Accounting , Accounting > Audit",25000
Accounting consultant(CHINESE),"","N&H Pharma (Thailand) Co., Ltd./เอ็น แอนด์ เอช ฟาร์มา(ไทยแลนด์)จำกัด",Pravet,Degree,5 years,"Full Time, Permanent",Wholesale / Retail,Accounting > Credit Control,52500
Senior Buyer,"","Aydia Creation 2015 Co., Ltd.",Prakanong,Degree,5 years,"Full Time, Permanent",Wholesale / Retail,"Merchandising & Purchasing > Garment , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",50000
Learning Delivery Coach ภาคใต้,Middle,"Skillpower Services (Thailand) Co., Ltd.",Southern,Degree,3 years,"Full Time, Permanent",Insurance / Pension Funding,"Insurance > Others , Sales, CS & Business Devpt > Sales Management , Banking / Finance > Bancassurance",67500
Sales Representative (Bangkok area) พนักงานขาย กรุงเทพ/เซลล์ พนักงานขาย กรุงเทพ,"","Big 3 Industry Co., Ltd.",Bangkok,Diploma of High Vocational Education,> 20,"Full Time, Permanent",Chemical / Plastic / Paper / Petrochemical,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Wholesale",20500
Digital PR Team Lead,Not Specified,FOREO Limited,Central,Not Specified,Not Specified,Full Time,Wholesale / Retail,Marketing / Public Relations > PR General,80000
Export Sales Representative (หลายอัตรา),Entry Level,"Yan Wal Yun Corporation Group Co., Ltd.",Sathorn,Degree,3 years,Full Time,Food and Beverage / Catering,"Sales, CS & Business Devpt > Account Servicing",27500
Logistics Manager/ผู้จัดการส่วนโลจิสติกส์,"",Synnex (Thailand) Public Company Limited,Bangkok Area - Samutsakorn,Degree,5 years,Permanent,Media / Publishing / Printing,Transportation & Logistics > Freight Forwarding,45000
GIS Analyst,"","DATTEL CO., LTD.",Klongtoey,Not Specified,Not Specified,Contract,Research / Survey,Others > Others,23000
Visual Merchandiser,Not Specified,"Staffers Recruitment Consultants Co., Ltd.",Bangrak,Not Specified,Not Specified,"Contract, Temporary",Clothing / Garment / Textile,Merchandising & Purchasing > Garment,37500
Sales Engineer (Lift),"",JAC International,Yannawa,Degree,Not Specified,Permanent,"Engineering - Building, Civil, Construction / Quantity Survey","Engineering > Electrical / Electronics , Engineering > Mechanical , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",25000
Senior HR Officer (ด้านแรงงานสัมพันธ์และกฎหมายแรงงงาน),"",Jasmine International Public Company Limited,Bangkok Area - Nonthaburi,Degree,2 years,"Full Time, Permanent",Information Technology,"Admin & HR > Others , Admin & HR > Employee Relations , Professional Services > Legal & Compliance",27500
AP Accountant (25K,"",Experis - Manpower Group,Jatuchak,Degree,1 year,Full Time,Energy / Power / Water / Oil & Gas / Waste Management,Accounting > General Accounting,30000
Robotic Process Automation Developer,Middle,Page Group Thailand,Bangkok,Degree,3 years,"Full Time, Permanent",Information Technology,"Engineering > Electrical / Electronics , Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > IT Consulting",95000
Piping Engineer,"","Archetype Engineering Consultants Co., Ltd.",Bangrak,Diploma of High Vocational Education,5 years,Permanent,"Engineering - Building, Civil, Construction / Quantity Survey","Building & Construction > Building / Construction / QS , Engineering > Mechanical , Engineering > Others",40000
Sales Executive,Middle,"A M T FOOD CO., LTD./บริษัท เอ เอ็ม ที ฟู้ด จำกัด",Bangkok Area - Samutsakorn,Degree,2 years,Full Time,Food and Beverage / Catering,"Sales, CS & Business Devpt > Sales Management , Sales, CS & Business Devpt > Technical Sales / Sales Engineer , Sales, CS & Business Devpt > Direct",30000
App Developer / นักพัฒนาแอพ,"","Enginou Play and Learn Co., Ltd.",Wattana,Degree,3 years,Full Time,Toys,"Information Technology (IT) > DBA , Information Technology (IT) > Programming / Software Development , Information Technology (IT) > Mobile / Wireless Communications",57500
Sales Engineer (Exp 3,"","Smartcruit Consultant Co., Ltd.",Southern,Degree,3 years,"Full Time, Permanent",Industrial Machinery / Automation Equipment,"Sales, CS & Business Devpt > Business Development , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Technical Sales / Sales Engineer",45000
Sales and Marketing Assistant,"","Skillpower Services (Thailand) Co., Ltd.",Dindaeng,Degree,1 year,Permanent,Medical / Pharmaceutical,Marketing / Public Relations > Others,25000
Digital Marketing Officer/เจ้าหน้าที่ฝ่ายการตลาดออนไลน์ / สื่อดิจิทัล,"","Lnw Co., Ltd./บริษัท แอลเอ็นดับเบิ้ลยู จำกัด",Bangrak,Degree,N/A,"Full Time, Permanent",Information Technology,"Information Technology (IT) > Internet / SEO , Marketing / Public Relations > Marketing General , Marketing / Public Relations > Marketing Communication",18000
