title,level,organization,joblocation,education,experience,employmentType,industry,jobfunction,SalaryMid
Junior IT/Data Analyst /จูเนียร์ไอที/นักวิเคราะห์ข้อมูล,Entry Level,"Aloe Vera Technology Enterprise Co.,Ltd/อะโลเวร่า เทคโนโลยี เอ็นเตอร์ไพร์ส จำกัด",Wattana,Degree,N/A,Full Time,Health & Beauty Care,"Information Technology (IT) > DBA , Information Technology (IT) > Support , Information Technology (IT) > Others",25000
Strategic Online Planner,Senior,"Happio Co., Ltd.",Bangrak,Degree,3 years,Full Time,Advertising / Public Relations / Marketing Services,"Media & Advertising > Strategic Planning , Media & Advertising > Others , Marketing / Public Relations > Marketing Communication",52500
เจ้าหน้าที่เครื่องเคลือบ,Entry Level,"THAINISSEI CONVERTING CO., LTD.",Phrachinburi,Not Specified,Not Specified,"Full Time, Permanent",Manufacturing,Manufacturing > Printing,10500
Restaurant Manager ร้านอาหารวังหิ่งห้อย/ผู้จัดการร้านอาหารวังหิ่งห้อย,Senior,"INVIBE Advisory Co., Ltd.",Wattana,Degree,3 years,Full Time,Food and Beverage / Catering,"Hospitality / F & B > F & B , Hospitality / F & B > Management , Hospitality / F & B > Operation",50000
ACCOUNTANT [ BTS Ploenchit ],"",JAC International,Pathumwan,Degree,2 years,"Full Time, Permanent",General Business Services,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",30000
UxUi Designer,Entry Level,Vcanbuy,Bangkok Area - Nakornpatom,Degree,1 year,"Full Time, Permanent",Wholesale / Retail,"Media & Advertising > Creative / Design , Design > Multi-media , Design > Web Design",37500
Production Coordinator/เจ้าหน้าที่ประสานงานผลิต,"","Hexa Ceram Co., Ltd./บริษัท เอ็กซา ซีแลม จำกัด",Chiang Mai,Degree,> 20,"Full Time, Permanent",Manufacturing,Manufacturing > Production Planning / Control,16500
Facility Engineer or Maintenance Engineer/วิศวกร ซ่อมบำรุง,"",JAC AYUTTHAYA,Klongluang,Degree,N/A,Full Time,Electronics / Electrical Equipment,"Building & Construction > Building / Construction / QS , Engineering > Maintenance",27500
Corporate Marketing Officer (Base on BKK),Entry Level,Diamond Building Products Public Company Limited,Phayathai,Degree,1 year,Full Time,Property Development,"Admin & HR > Secretary / Personal Assistant , Sales, CS & Business Devpt > Call Centre , Sales, CS & Business Devpt > Customer Service",20500
Project Sales Executive,"","PHROMLIKHIT LUCK CO., LTD./บริษัท พรหมลิขิต ลัค จำกัด",Suanluang,Not Specified,2 years,"Full Time, Permanent",Architecture / Building / Construction,"Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Retail Sales , Others > Trading",27500
CUSTOMER QUALITY ENGINEER (CQE),Not Specified,Thai Pro Trio 2017 Recruitment Company Limited,Saraburi,Not Specified,Not Specified,Full Time,Industrial Machinery / Automation Equipment,Engineering > Others,42500
Sales & Event Marketing Representative/ผู้ช่วยฝ่ายขายเเละประชาสัมพันธ์ประจำบูธ,"","Pungluang Campground Co., Ltd.",Bangbon,(N/A),1 year,"Contract, Full Time, Permanent",Tourism / Travel Agency,"Marketing / Public Relations > Direct Marketing , Marketing / Public Relations > Marketing General , Sales, CS & Business Devpt > Account Servicing",20500
Sales Assistant,"",Expressions Parfumées,Wattana,Not Specified,Not Specified,Full Time,Chemical / Plastic / Paper / Petrochemical,"Admin & HR > Administration / Operation / Clerical Support , Sales, CS & Business Devpt > Customer Service , Sales, CS & Business Devpt > Others",27500
Microsoft Business Intelligence Developer – Join an emerging business intelligence company!,"",Cathcart Associates Asia Recruitment Ltd.,Wattana,Degree,1 year,Full Time,Information Technology,"Information Technology (IT) > DBA , Information Technology (IT) > IT Consulting",95000
Software Engineer,Entry Level,"Mycos Technologies Co., Ltd.",Chiang Mai,Degree,N/A,"Full Time, Permanent",Information Technology,Information Technology (IT) > Programming / Software Development,27500
System Analyst/เจ้าหน้าที่ชำนาญการ นักวิเคราะห์,"",Office Of Insurance Commission,Jatuchak,Degree,4 years,"Full Time, Permanent",Insurance / Pension Funding,Information Technology (IT) > Others,52500
Application Support (UAT & Programing) for PIZZA HUT Brand,"",Thoresen Thai Agencies Public Company Limited,Pathumwan,Degree,2 years,Full Time,Freight Forwarding / Delivery / Shipping,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Testing / QA",22500
Presale Security Specialist – Make it Un,"",Cathcart Associates Asia Recruitment Ltd.,Bangkok,Not Specified,Not Specified,"Full Time, Permanent",Information Technology,Information Technology (IT) > Network & System,57500
Purchasing Officer,Entry Level,"Dockweiler Asia Co., Ltd.",Bangkok Area - Samutsakorn,Degree,1 year,"Full Time, Permanent",Manufacturing,"Merchandising & Purchasing > Merchandising - Others , Merchandising & Purchasing > Procurement / Purchasing / Sourcing",30000
Sales Officer,Entry Level,"Dockweiler Asia Co., Ltd.",Yannawa,Degree,2 years,"Full Time, Permanent",Manufacturing,"Sales, CS & Business Devpt > Customer Service , Marketing / Public Relations > Others , Sales, CS & Business Devpt > Account Servicing",30000
Engineering Manager,Middle,"Destination Eats Co., Ltd.",Wattana,Degree,5 years,Full Time,Hospitality / Catering,"Engineering > Engineering Project Management , Engineering > Maintenance , Hospitality / F & B > Operation",50000
R&D Marketing Manager,"",JAC AYUTTHAYA,Ayutthaya,Degree,5 years,Full Time,Food and Beverage / Catering,"Sciences, Lab, R&D > Food Science , Marketing / Public Relations > Brand / Product Management , Sciences, Lab, R&D > Research & Development (R&D)",57500
บาริสต้า,"","PEAK NIMMAN CO., LTD.",Chiang Mai,Not Specified,Not Specified,Contract,Hospitality / Catering,Hospitality / F & B > F & B,17500
Buyer/ Procurement/ Manufacturing/ Engineering degree only/ Chachoengsao up to 40K,Middle,RSM Recruitment (Thailand) Limited,Chachoengsao,Degree,1 year,"Full Time, Permanent",Engineering - Others,Merchandising & Purchasing > Industrial,30000
Admin Acc,"","PENGUIN DIGITAL CO., LTD.",Thonburi,Degree,N/A,"Full Time, Permanent",Food and Beverage / Catering,"Sales, CS & Business Devpt > Others",14500
Office Manager/ผู้จัดการสำนักงาน,"","Songyos Clinic Co., Ltd.",Dindaeng,Degree,2 years,Full Time,Medical / Pharmaceutical,"Admin & HR > Compensation & Benefits , Admin & HR > Employee Relations , Admin & HR > Recruitment / Executive Search",30000
admin officer /ธุรการ,Not Specified,"MAHA Stainless Co., Ltd,/บริษัท มหาสแตนเลส จำกัด",Bangkok Area - Samutsakorn,Not Specified,Not Specified,"Contract, Full Time",Wholesale / Retail,"Sales, CS & Business Devpt > Account Servicing",18000
WH & DV Manager/ผู้จัดการคลังสินค้าและการจัดส่ง,"","TAK Products & Services Co., Ltd.",Bangkok Area - Nakornpatom,Degree,5 years,"Full Time, Permanent",Trading and Distribution,Transportation & Logistics > Supply Chain,45000
Training Coordinator,Entry Level,"Strategic Business Development Center Co., Ltd.",Wangthonglang,Degree,N/A,"Full Time, Permanent",Human Resources Management / Consultancy,"Sales, CS & Business Devpt > Business Development , Management > General Management , Admin & HR > Training & Development",20500
COMPLIANCE COUNSEL,Middle,"BITKUB ONLINE CO., LTD.",Pathumwan,Degree,2 years,Full Time,Information Technology,Professional Services > Legal & Compliance,37500
Accounting Officer,"",Thai Reinsurance Public Company Limited,Huaykwang,Degree,N/A,"Full Time, Permanent",Insurance / Pension Funding,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",25500
Warehouse Manager/ Chemical background,"",RSM Recruitment (Thailand) Limited,Eastern > Others,Degree,5 years,Full Time,Human Resources Management / Consultancy,"Transportation & Logistics > Inventory / Warehousing , Transportation & Logistics > Supply Chain",80000
Sales/พนักงานขาย,"","Mars Garden Co., Ltd.",Sathorn,Degree,Not Specified,Permanent,Advertising / Public Relations / Marketing Services,Media & Advertising > Others,32500
Foreman/หัวหน้าควบคุมงาน (งานโยธา),"","RAIKOTHONG CONSTRUCTION & SERVICE CO., LTD.",Rayong,Not Specified,Not Specified,Permanent,"Engineering - Building, Civil, Construction / Quantity Survey",Building & Construction > Civil / Structural,20500
IT Support  ประจำท่าเรือคลองเตย,Entry Level,"Fatima R.B.D.S International Co., Ltd.",Klongtoey,Degree,Not Specified,"Contract, Full Time",Information Technology,"Information Technology (IT) > Application Specialist - Software , Information Technology (IT) > Support",18000
Customer Service Associate,"",lalamove EasyVan (Thailand) Limited/บริษัท ลาลามูฟอีซี่แวน (ประเทศไทย) จำกัด,Sathorn,Degree,N/A,Full Time,Freight Forwarding / Delivery / Shipping,"Sales, CS & Business Devpt > Call Centre , Sales, CS & Business Devpt > Customer Service",18000
Accounting Manager/ผู้จัดการฝ่ายบัญชี,"","Vgadz Corporation Co.,Ltd.",Huaykwang,Degree,5 years,"Full Time, Permanent",Wholesale / Retail,"Accounting > General Accounting , Accounting > Audit , Accounting > Others",57500
Urgent!! 80,"","GeniusSoft Co., Ltd.",Sathorn,Degree,5 years,Permanent,Information Technology,Information Technology (IT) > Others,87500
Government Relations Management Officer,"",Double A (1991) Public Company Limited,Chachoengsao,Degree,N/A,Permanent,Manufacturing,"Admin & HR > Others , Public / Civil > Civil Services",23000
Export sales merchandiser,Entry Level,Adecco Recruitment (Thailand) Limited,Dindaeng,Degree,1 year,Permanent,Freight Forwarding / Delivery / Shipping,"Transportation & Logistics > Shipping , Transportation & Logistics > Export Import",25000
Sales Coordinator / Sales Executive,Entry Level,"Fairtrade Commodities (Thailand) Co.,Ltd.",Bangkok,High School Certificate,1 year,"Contract, Freelance, Full Time, Internship, Part Time, Permanent, Temporary",Trading and Distribution,"Admin & HR > Administration / Operation / Clerical Support , Sales, CS & Business Devpt > Account Servicing , Sales, CS & Business Devpt > Others",19000
Corporate Finance Manager,"","Yan Wal Yun Corporation Group Co., Ltd.",Sathorn,Degree,10 years,Permanent,Food and Beverage / Catering,"Accounting > Audit , Banking / Finance > Corporate Finance , Banking / Finance > Financial Services",67500
Head chef ประจำร้านอาหารสาขาเอเชียทีค / สุขุมวิท 24,"","T W S T Co., Ltd.",Wattana,Degree,10 years,"Full Time, Permanent",Food and Beverage / Catering,"Hospitality / F & B > F & B , Hospitality / F & B > Management , Hospitality / F & B > Others",37500
Junior Accountant (AP),"","ASIA DMC (Thailand) Co., Ltd.",Bangrak,Degree,1 year,"Full Time, Permanent",Tourism / Travel Agency,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",18000
Safety officer/เจ้าหน้าที่ความปลอดภัยวิชาชีพ,"","Prompt Solutions Co., Ltd.",Jatuchak,Degree,1 year,Permanent,Research / Survey,Others > Others,18000
GA Senior Supervisor,"",JAC AYUTTHAYA,Central,Degree,N/A,"Full Time, Permanent",Human Resources Management / Consultancy,"Admin & HR > Administration / Operation / Clerical Support , Admin & HR > Secretary / Personal Assistant , Admin & HR > Others",37500
Accounting Assistant Manager/ผู้ช่วยผู้จัดการแผนกบัญชี,"","PROCESSING TECHNOLOGY (THAILAND) CO.,LTD/บริษัท โปรเซสซ่ิ่ง เทคโนโลยี (ประเทศไทย) จำกัด",Chachoengsao,Degree,5 years,"Full Time, Permanent",Motor Vehicles,"Accounting > General Accounting , Accounting > Taxation , Accounting > Others",37500
IT Manager (Marketing Technology Company),"","Skillpower Services (Thailand) Co., Ltd.",Prakket,Degree,5 years,"Freelance, Full Time",Advertising / Public Relations / Marketing Services,"Information Technology (IT) > IT Project Management / Team Lead , Information Technology (IT) > Network & System , Information Technology (IT) > Others",57500
